origin,Adang Bay,Asam Asam,Bahudopi,Balikpapan,Bangkok,Batangas,Belawan,Bengalon,Binh Thuan (Vinh Tan),Bintulu,Bitung,Bontang,Bunati,Bunyu,Cagayan de Oro,Cai Mep,Campha,Cebu,Chittagong,Cigading,Cirebon,Colombo,Da Nang,Davao,Dumai,Dung Quat,General Santos,Go Gia,Gresik,Ha Long,Hai Phong,Hambantota,Ho Chi Minh City,Hon La,Iligan,Iloilo City,Isabel,Kauswagan,Kemaman,Kendari,Ko Por Anchorage,Koh Sichang,Kotabaru,Kualatanjung,Kuantan,Kupang,Labuan,Laem Chabang,Lahad Datu,Laut Island,Limay,Lumut (Malaysia),Makassar,Malita,Manila,Map Ta Phut,Mariveles,Masinloc,Merak,Mongla,Muara Banyuasin,Muara Berau,Muara Jawa,Muara Pantai,Muara Satui,Naga (Cebu),Nasipit,Nghi Son,Ozamiz,Pagbilao,Palembang,Pasir Gudang,Payra,Pelabuhan Ratu,Penang,Phu My,Pomalaa,Port Dickson,Port Kelang,Prachuap,Quezon,Quy Nhon,Samarinda,Sandakan,Sangi,Sangkulirang,Sarasin,Sattahip,Semarang,Senipah Terminal,Sihanoukville,Singapore,Son Duong,Songkhla,Sorong,Sual (Lingayen bay),Surabaya,Taboneo - Banjarmasin,Tagoloan,Tanjung Bara CT,Tanjung Pelepas,Tarahan,Tarakan Island,Tawau,Teluk Bayur,Thilawa,Toledo (Philippines),Trincomalee,Villanueva (Mindanao Island),Vung Ang,Westport (Malaysia),Yangon,Zamboanga
Sarasin,2492.3,1964.8,3942.9,2402.3,1967.4,3716.1,716.3,3445.8,2053.3,1800.6,3972.7,3387.2,2007.5,3719.5,3700.6,1779.9,2686.4,3611.7,1444.1,1644.3,2104.6,2026.4,2298.0,3887.1,754.2,2297.4,3837.7,2649.0,1873.8,2670.3,2663.3,1402.5,1811.3,2523.8,3593.4,3601.2,3811.3,3592.2,1269.3,3716.4,1941.5,1944.4,2220.8,652.3,1284.5,3897.5,1951.7,1948.0,3802.2,2220.4,3558.7,639.4,3220.5,3835.2,3588.6,1973.5,3550.2,3595.4,1643.4,1596.0,1184.1,3828.0,3375.5,2472.4,1993.4,3604.8,3670.2,2723.5,3591.6,3697.2,1228.0,909.8,1551.9,1992.1,1760.5,1786.4,3580.8,748.3,621.4,2016.2,3697.5,2057.5,3372.4,3101.3,3655.4,3467.3,0.0,1956.9,2373.1,2414.4,1731.4,892.8,2657.3,1619.2,3620.8,3352.0,1878.8,1906.6,3258.4,2901.7,893.7,1648.8,3145.4,3147.0,1228.2,950.3,3183.1,1580.9,3254.2,2529.5,619.6,960.4,2980.2
Sattahip,2727.4,2199.9,3458.9,2637.4,104.4,3515.5,1558.7,2961.8,1201.6,1890.3,3660.3,2903.2,2242.6,3359.7,3500.0,830.5,1834.7,3411.1,3117.3,1879.4,2339.7,3699.6,1446.3,3686.5,1303.6,1445.7,3637.1,1797.2,2108.9,1818.6,1811.6,3075.7,861.9,1672.1,3392.8,3400.6,3610.7,3391.6,819.2,3232.4,78.5,81.4,2455.9,1494.7,834.4,3413.5,1843.0,85.0,3442.3,2455.5,3361.1,1481.9,2736.5,3634.6,3391.1,110.5,3352.6,3397.8,1878.5,3269.2,1419.2,3468.2,2891.5,2707.5,2228.5,3404.2,3469.6,1871.8,3391.0,3496.6,1463.1,1144.9,3225.1,2227.2,652.7,837.0,3096.8,1297.7,1463.9,153.1,3496.9,1205.8,2888.4,2900.7,3454.8,2983.3,1956.9,0.0,2608.2,2649.5,361.5,1127.9,1805.6,511.5,3855.9,3587.1,2113.9,2141.7,3493.5,3136.8,1128.8,1883.9,3380.5,3382.1,2559.4,2623.5,3418.2,3254.1,3489.3,1677.8,1462.1,2633.6,3215.3
Semarang,1473.5,1396.4,2597.5,1383.5,2618.7,2648.9,1974.9,1517.1,2483.5,2064.1,2284.1,1458.5,1439.1,1915.0,2633.5,2408.7,3116.6,2544.6,3533.5,829.6,599.2,4115.8,2728.2,2329.0,1697.3,2727.6,2279.6,3079.2,1061.6,3100.5,3093.5,3492.0,2440.1,2954.0,2526.3,2534.0,2744.2,2525.0,1898.1,2371.0,2592.8,2595.7,1398.0,1910.9,1913.3,2668.9,2695.7,2599.3,1997.6,1397.5,2679.5,1875.6,1216.8,2277.1,2709.5,2624.8,2671.1,2694.9,828.7,3685.4,1239.8,2023.5,1446.7,1453.6,1425.0,2537.6,2603.1,3153.7,2524.5,2630.1,1283.8,1538.6,3641.3,486.8,2411.7,2415.2,2235.4,1691.4,1857.6,2689.9,2630.3,2487.7,1443.7,2481.0,2588.2,1538.6,2373.1,2608.2,0.0,1395.5,2360.2,1521.7,3087.5,2270.5,2813.9,2925.9,1066.5,1241.4,2627.0,1692.1,1522.5,834.0,1935.8,1937.4,1252.2,3039.7,2551.7,3670.3,2622.8,2959.7,1855.8,3049.8,2253.4
Senipah Terminal,134.4,776.2,1225.5,44.4,2659.9,1656.3,2016.2,545.9,3140.2,2720.9,1291.5,487.2,818.9,943.7,1640.8,3135.9,3773.4,1551.9,3574.8,1385.7,1715.2,4157.1,3384.9,1336.4,1738.6,3384.4,1287.0,3021.3,1334.6,3757.2,3035.6,3533.3,2481.4,2896.1,1533.6,1541.4,1751.6,1532.4,1939.4,999.0,2634.0,2636.9,426.7,1952.2,1954.5,1297.0,1739.6,2640.5,1026.4,426.3,1686.9,1916.8,503.1,1284.4,1716.9,2666.1,1678.5,1723.7,1384.8,3726.7,1524.4,1052.2,475.5,114.5,804.8,1545.0,1610.4,3095.8,1531.8,1637.5,1568.3,1579.9,3682.6,1506.0,2453.0,3142.3,863.5,1732.7,1898.9,2731.2,1637.7,3144.4,472.4,1509.7,1595.6,567.3,2414.4,2649.5,1395.5,0.0,2401.4,1562.9,3029.6,2311.8,1622.5,1933.3,1339.6,718.0,1634.3,720.8,1563.8,1390.2,964.6,966.1,2065.7,3081.0,1559.0,3711.6,1630.2,2901.8,1897.0,3091.1,1260.8
Sihanoukville,2479.4,1951.9,3210.8,2389.4,371.9,3267.4,1333.2,2713.7,868.2,1642.3,3412.2,2655.1,1994.6,3111.6,3251.9,497.1,1501.3,3163.0,2891.8,1631.4,2091.7,3474.1,1112.8,3438.4,1055.6,1112.3,3389.0,1463.8,1860.9,1485.1,1478.2,2850.3,528.5,1338.7,3144.7,3152.5,3362.6,3143.5,605.6,2984.3,346.0,348.9,2207.9,1269.2,620.8,3165.4,1509.6,352.5,3194.2,2207.5,3113.0,1233.8,2488.4,3386.5,3143.0,378.1,3104.5,3149.7,1630.5,3043.7,1171.2,3220.1,2643.4,2459.5,1980.5,3156.1,3221.5,1538.4,3142.9,3248.5,1215.1,896.9,2999.6,1979.2,499.2,503.6,2848.7,1049.7,1215.9,2048.2,3248.8,872.4,2640.3,2652.6,3206.7,2735.2,1731.4,361.5,2360.2,2401.4,0.0,879.9,1472.2,357.9,3607.8,3339.0,1865.9,1893.7,3245.4,2888.7,880.8,1635.9,3132.4,3134.0,2311.4,2398.0,3170.1,3028.6,3241.2,1344.4,1214.0,2408.1,2967.2
Singapore,1640.8,1113.4,2372.3,1550.8,1138.4,2428.9,494.6,1875.2,1201.8,949.2,2573.7,1816.6,1156.1,2273.1,2413.4,928.5,1835.0,2324.5,2053.2,792.9,1253.1,2635.5,1446.5,2599.9,217.1,1446.0,2550.5,1797.5,1022.3,1818.8,1811.9,2011.7,959.9,1672.4,2306.2,2314.0,2524.1,2305.0,417.8,2145.8,1112.5,1115.4,1369.4,430.6,433.0,2326.9,1100.2,1119.0,2355.7,1369.0,2274.5,395.3,1649.9,2548.0,2304.5,1144.5,2266.0,2311.2,792.0,2205.1,332.6,2381.6,1804.9,1620.9,1142.0,2317.6,2383.0,1872.0,2304.4,2410.0,376.6,58.4,2161.0,1140.7,931.5,934.9,2010.2,211.2,377.3,1209.6,2410.3,1206.0,1801.8,1814.1,2368.2,1896.7,892.8,1127.9,1521.7,1562.9,879.9,0.0,1805.9,790.2,2769.3,2500.5,1027.3,1055.1,2406.9,2050.2,42.3,797.4,2293.9,2295.5,1472.9,1559.4,2331.6,2190.0,2402.7,1678.1,375.5,1569.5,2128.7
Son Duong,3107.5,2608.8,3948.9,3017.5,1816.1,4000.3,2259.1,2771.9,877.4,1810.6,3635.5,2713.3,2651.6,2376.8,3984.9,1066.1,55.6,3896.0,3817.7,2358.7,2819.0,4400.0,479.1,3680.4,1981.5,478.6,3631.0,18.1,2517.8,39.4,32.4,3776.2,1097.5,288.2,3877.7,3885.4,4095.6,3876.4,1774.2,3722.4,1790.2,1793.0,2864.8,2195.1,1789.4,4020.3,1518.9,1796.7,2459.5,2864.4,4030.9,2159.8,2954.6,3628.5,4060.9,1822.2,4022.5,1515.5,2357.8,3969.6,2097.1,2485.3,2701.5,3087.6,2637.5,3889.0,3954.5,169.7,3875.9,3981.5,2141.1,1822.8,3925.5,2706.5,1744.5,1072.6,3586.8,1975.6,2141.8,2974.1,3981.7,881.6,2698.4,1758.6,3939.6,2793.3,2657.3,1805.6,3087.5,3029.6,1472.2,1805.9,0.0,1603.2,4165.3,4277.3,2522.8,2550.6,3978.4,2602.0,1806.7,2363.2,2397.7,2399.2,3038.7,3323.9,3903.1,3954.5,3974.2,293.9,2140.0,3334.0,3604.8
Songkhla,2389.7,1862.2,3121.2,2299.7,522.0,3177.8,1221.0,2624.1,999.2,1552.6,3322.6,2565.5,1904.9,3022.0,3162.3,628.2,1632.4,3073.4,2779.6,1541.7,2002.0,3361.9,1243.9,3348.8,965.9,1243.3,3299.4,1594.9,1771.2,1616.2,1609.3,2738.0,659.6,1469.8,3055.1,3062.9,3273.0,3053.9,481.5,2894.7,496.1,498.9,2118.2,1157.0,496.7,3075.8,1640.7,502.5,3104.6,2117.8,3023.4,1144.1,2398.8,3296.9,3053.4,528.1,3014.9,3060.1,1540.8,2931.5,1081.5,3130.5,2553.8,2369.8,1890.8,3066.5,3131.9,1669.4,3053.3,3158.9,1125.4,807.2,2887.4,1889.5,165.6,634.6,2759.1,960.0,1126.2,570.7,3159.2,1003.4,2550.7,2563.0,3117.1,2645.6,1619.2,511.5,2270.5,2311.8,357.9,790.2,1603.2,0.0,3518.2,3249.4,1776.2,1804.0,3155.8,2799.1,791.1,1546.2,3042.8,3044.4,2221.7,2285.8,3080.5,2916.4,3151.6,1475.4,1124.3,2295.9,2877.6
Sorong,1700.5,1791.8,927.5,1610.5,3866.3,1567.6,3222.6,1563.6,3561.3,2448.8,655.9,1505.0,1834.6,1264.5,1343.6,3750.0,4194.5,1370.9,4781.2,2900.7,3133.6,5363.5,3806.0,795.3,2945.0,3805.5,745.9,4157.0,2358.1,4178.3,4171.4,4739.7,3781.4,4031.9,1352.7,1396.6,1255.5,1351.4,3145.8,896.6,3840.4,3843.3,1624.9,3158.6,3160.9,1244.3,1739.3,3846.9,1347.2,1624.5,1650.5,3123.2,1246.1,743.3,1680.5,3872.5,1642.1,1687.3,2871.2,4933.1,3010.8,1373.0,1493.2,1680.5,1820.5,1364.0,1313.2,4331.0,1350.9,1548.8,3054.8,2786.3,4889.0,3021.1,3659.4,3756.5,1314.6,2939.1,3105.3,3937.6,1549.0,3565.5,1490.1,1509.5,1298.4,1585.0,3620.8,3855.9,2813.9,1622.5,3607.8,2769.3,4165.3,3518.2,0.0,1896.9,2363.1,1733.6,1337.1,1393.7,2770.2,5035.0,1285.4,1286.9,3552.1,5006.5,1378.1,5637.1,1332.9,4037.5,3103.4,5016.6,984.8
Sual (Lingayen bay),2011.2,2285.2,2029.0,1921.2,3597.5,603.7,2953.8,1675.6,3673.3,1864.4,1497.6,1617.0,2328.0,1280.5,1132.2,3862.0,4306.5,1043.2,4512.4,3012.7,3245.6,5094.7,3918.0,1412.0,2676.2,3917.5,1362.6,4269.0,2470.1,4290.3,4283.4,4470.9,3893.4,4143.9,1025.0,670.5,1196.4,1023.7,2877.0,2134.4,3571.6,3574.5,1935.7,2889.8,2892.1,2491.8,1276.5,3578.1,1363.2,1935.3,353.2,2854.4,2012.2,1360.1,383.2,3603.7,344.8,390.0,2602.4,4664.3,2742.0,1389.0,1605.2,1991.3,2313.9,1036.3,1101.8,4062.2,1023.1,584.9,2786.0,2517.5,4620.2,3133.1,3390.6,3868.5,2372.5,2670.3,2836.5,3668.8,585.1,3677.5,1602.1,1130.5,1086.9,1697.0,3352.0,3587.1,2925.9,1933.3,3339.0,2500.5,4277.3,3249.4,1896.9,0.0,2475.1,2227.0,1125.7,1505.7,2501.4,4766.2,1301.4,1302.9,3283.3,4341.9,1050.4,4972.5,1121.5,4149.5,2834.6,4352.0,940.7
Surabaya,1417.6,1340.5,2146.7,1327.6,2124.3,2198.1,1480.6,1461.2,1918.8,1499.4,1833.3,1402.6,1383.2,1859.1,2182.7,1914.4,2551.9,2093.8,3039.2,717.1,1177.3,3540.2,2163.4,1878.2,1203.0,2162.9,1828.8,2514.4,38.7,2535.7,2528.8,2916.3,1945.8,2389.3,2075.5,2083.2,2293.4,2074.2,1403.8,1920.2,2098.4,2101.3,1342.1,1416.6,1418.9,2218.1,2639.8,2104.9,1941.7,1341.6,2228.7,1381.2,1160.9,1826.3,2258.7,2130.5,2220.3,2639.0,716.2,3191.1,855.7,1967.6,1390.8,1397.7,1369.1,2086.8,2152.3,2589.0,2073.7,2179.3,899.7,1044.3,3147.0,1064.8,1917.4,1920.8,1784.6,1197.1,1363.3,2195.6,2179.5,1923.0,1387.8,2425.1,2137.4,1482.7,1878.8,2113.9,1066.5,1339.6,1865.9,1027.3,2522.8,1776.2,2363.1,2475.1,0.0,341.0,2176.2,1636.2,1028.2,721.5,1879.9,1881.5,1397.1,2545.4,2100.9,3094.7,2172.0,2395.0,1361.4,2555.5,1802.6
Taboneo - Banjarmasin,795.9,107.4,1336.6,705.9,2152.2,1950.0,1508.4,839.6,1946.6,1527.2,1538.0,780.9,150.1,1237.4,1934.5,1942.2,2579.7,1845.6,3067.0,877.9,1338.1,3649.3,2191.3,1630.1,1230.8,2190.7,1580.7,2542.2,336.0,2563.6,2556.6,3025.5,1973.6,2417.1,1827.3,1835.1,2045.2,1826.1,1431.6,1110.1,2126.2,2129.1,524.4,1444.4,1446.8,1357.2,1678.3,2132.7,1320.0,524.0,1980.6,1409.1,614.2,1578.1,2010.6,2158.3,1972.2,2017.4,877.0,3218.9,1016.6,1345.9,769.2,776.0,136.0,1838.7,1904.1,2616.8,1825.5,1931.2,1060.6,1072.1,3174.8,1225.7,1945.2,1948.7,974.5,1224.9,1391.1,2223.4,1931.4,1950.8,766.1,1803.4,1889.3,861.0,1906.6,2141.7,1241.4,718.0,1893.7,1055.1,2550.6,1804.0,1733.6,2227.0,341.0,0.0,1928.0,1014.5,1056.0,882.4,1258.3,1259.8,1557.9,2573.2,1852.7,3203.8,1923.8,2422.8,1389.3,2583.3,1554.5
Tagoloan,1712.3,1986.3,1577.1,1622.3,3503.9,796.3,2860.2,1376.6,3374.4,1770.8,1045.6,1318.0,2029.0,981.6,158.3,3563.1,4007.6,273.9,4418.8,2713.8,2946.7,5001.1,3619.1,760.8,2582.6,3618.6,711.4,3970.1,2171.2,3991.4,3984.5,4377.3,3594.5,3845.0,255.6,625.3,269.0,254.4,2783.4,1682.5,3478.0,3480.9,1636.7,2796.2,2798.5,2039.8,1061.4,3484.5,1064.2,1636.3,879.3,2760.8,1713.2,708.8,909.2,3510.1,870.8,916.0,2508.8,4570.7,2648.4,1090.1,1306.2,1692.4,2014.9,267.0,127.9,3968.6,253.8,777.5,2692.4,2423.9,4526.6,2834.2,3297.0,3569.6,2073.5,2576.7,2742.9,3575.2,777.7,3378.6,1303.2,831.5,113.1,1398.1,3258.4,3493.5,2627.0,1634.3,3245.4,2406.9,3978.4,3155.8,1337.1,1125.7,2176.2,1928.0,0.0,1206.7,2407.8,4672.6,1002.4,1004.0,3189.7,4360.7,281.0,4991.3,147.6,3850.6,2741.0,4370.8,497.2
Tanjung Bara CT,798.7,1072.7,1395.3,708.7,3147.2,1228.7,2503.5,463.1,3436.8,3017.5,863.9,404.5,1115.4,516.1,1213.2,3432.5,4070.0,1124.3,4062.1,1682.2,2011.8,4644.4,3681.5,908.7,2225.9,3681.0,859.3,2593.6,1631.2,4053.8,2608.0,4020.6,2218.0,2468.5,1106.0,1113.8,1323.9,1104.8,2426.7,1295.5,3121.3,3124.2,723.2,2439.5,2441.8,1593.5,1311.9,3127.8,598.7,722.8,1259.3,2404.1,799.6,856.8,1289.2,3153.4,1250.8,1296.0,2152.1,4214.0,2291.7,624.6,392.7,778.8,1101.3,1117.4,1182.8,3611.9,1104.2,1209.8,2335.7,2067.2,4169.9,1802.6,2940.3,3438.9,1160.0,2220.0,2386.2,3218.5,1210.1,3441.0,389.6,1082.1,1168.0,484.5,2901.7,3136.8,1692.1,720.8,2888.7,2050.2,2602.0,2799.1,1393.7,1505.7,1636.2,1014.5,1206.7,0.0,2051.1,4315.9,536.9,538.5,2833.0,4287.4,1131.4,4918.0,1202.5,2474.2,2384.3,4297.5,833.1
Tanjung Pelepas,1641.7,1114.3,2373.2,1551.7,1139.3,2429.8,495.5,1876.1,1202.7,950.0,2574.6,1817.5,1157.0,2274.0,2414.3,929.3,1835.9,2325.4,2054.1,793.8,1254.0,2636.4,1447.4,2600.8,217.9,1446.8,2551.4,1798.4,1023.2,1819.7,1812.8,2012.6,960.7,1673.3,2307.1,2314.9,2525.0,2305.9,418.7,2146.7,1113.4,1116.3,1370.2,431.5,433.9,2327.8,1101.1,1119.9,2356.6,1369.8,2275.4,396.2,1650.8,2548.9,2305.4,1145.4,2266.9,2312.1,792.9,2206.0,333.5,2382.5,1805.8,1621.8,1142.9,2318.5,2383.9,1872.9,2305.3,2410.9,377.5,59.2,2161.9,1141.5,932.3,935.8,2011.1,212.0,378.2,1210.5,2411.2,1206.9,1802.7,1815.0,2369.1,1897.6,893.7,1128.8,1522.5,1563.8,880.8,42.3,1806.7,791.1,2770.2,2501.4,1028.2,1056.0,2407.8,2051.1,0.0,798.2,2294.8,2296.4,1473.8,1560.3,2332.5,2190.9,2403.6,1678.9,376.4,1570.4,2129.6
Tarahan,1468.1,940.6,4638.0,1378.1,1894.4,4694.6,1250.6,4140.9,1759.2,1339.8,4839.4,4082.3,983.3,4538.8,4679.1,1684.4,2392.3,4590.2,2809.2,105.3,565.5,3391.5,2003.9,4865.6,973.0,2003.3,4816.2,2354.9,716.6,2376.2,2369.2,2767.7,1715.8,2229.7,4571.9,4579.7,4789.8,4570.7,1173.8,4411.5,1868.5,1871.4,1196.6,1186.6,1189.0,4592.6,1490.9,1875.0,4621.4,1196.2,4540.2,1151.3,3915.6,4813.7,4570.2,1900.5,4531.7,4576.9,104.4,2961.1,515.5,4647.3,4070.6,1448.2,969.2,4583.3,4648.7,2429.4,4570.1,4675.7,559.5,814.3,2917.0,453.0,1687.4,1690.9,4275.9,967.1,1133.3,1965.6,4676.0,1763.4,4067.5,4079.8,4633.9,4162.4,1648.8,1883.9,834.0,1390.2,1635.9,797.4,2363.2,1546.2,5035.0,4766.2,721.5,882.4,4672.6,4315.9,798.2,0.0,2401.2,2402.8,785.3,2315.4,2438.9,2946.0,2510.0,2235.4,1131.5,2325.5,2236.0
Tarakan Island,1042.5,1316.5,1328.9,952.5,3390.9,1024.4,2747.2,706.9,3680.5,3261.2,797.5,648.2,1359.2,75.2,1008.9,3676.2,4313.7,920.1,4305.8,1926.0,2255.5,4888.1,3925.2,800.5,2469.6,3924.7,751.0,2389.4,1874.9,4297.5,2403.7,4264.3,2013.8,2264.2,901.8,909.5,1119.7,900.5,2670.4,1434.4,3365.0,3367.9,967.0,2683.2,2685.5,1791.7,1107.7,3371.5,157.9,966.5,1055.0,2647.8,1043.4,748.5,1085.0,3397.1,1046.6,1091.8,2395.8,4457.7,2535.4,183.7,636.5,1022.6,1345.1,913.1,978.5,3855.6,900.0,1005.6,2579.4,2310.9,4413.6,2046.3,3184.0,3682.6,1403.8,2463.7,2629.9,3462.2,1005.8,3684.7,633.4,877.9,963.7,728.3,3145.4,3380.5,1935.8,964.6,3132.4,2293.9,2397.7,3042.8,1285.4,1301.4,1879.9,1258.3,1002.4,536.9,2294.8,2401.2,0.0,97.6,3076.7,4407.0,927.2,5037.6,998.3,2269.9,2628.0,4417.1,661.4
Tawau,1044.0,1318.0,1330.5,954.0,3392.5,1025.9,2748.8,708.4,3682.1,3262.8,799.0,649.8,1360.8,76.7,1010.5,3677.8,4315.3,921.6,4307.4,1927.5,2257.1,4889.7,3926.8,802.0,2471.2,3926.3,752.6,2390.9,1876.5,4299.1,2405.3,4265.9,2015.3,2265.8,903.3,911.1,1121.2,902.1,2672.0,1435.9,3366.6,3369.5,968.5,2684.8,2687.1,1793.2,1109.2,3373.1,159.4,968.1,1056.5,2649.4,1045.0,750.0,1086.5,3398.7,1048.1,1093.3,2397.4,4459.3,2537.0,185.2,638.0,1024.1,1346.7,914.7,980.1,3857.2,901.5,1007.1,2581.0,2312.5,4415.2,2047.9,3185.6,3684.2,1405.3,2465.3,2631.5,3463.8,1007.3,3686.3,634.9,879.4,965.2,729.8,3147.0,3382.1,1937.4,966.1,3134.0,2295.5,2399.2,3044.4,1286.9,1302.9,1881.5,1259.8,1004.0,538.5,2296.4,2402.8,97.6,0.0,3078.3,4408.5,928.7,5039.1,999.8,2271.4,2629.6,4418.6,663.0
Teluk Bayur,2143.6,1616.1,3155.1,2053.6,2569.9,3211.7,1660.8,2658.0,2434.7,2015.4,3356.5,2599.4,1658.8,3055.9,3196.2,2359.9,3067.9,3107.3,2388.6,780.8,983.7,2327.8,2679.4,3382.7,1648.5,2678.8,3333.3,3030.4,1392.1,3051.7,3044.7,1703.9,2391.3,2905.2,3089.0,3096.8,3306.9,3087.8,1849.3,2928.6,2544.0,2546.9,1872.1,1596.8,1864.5,3109.7,2166.4,2550.5,3138.5,1871.7,3057.3,1583.9,2432.7,3330.8,3087.3,2576.0,3048.8,3094.0,779.9,2540.5,1191.0,3164.4,2587.7,2123.7,1644.7,3100.4,3165.8,3104.9,3087.2,3192.8,1235.0,1489.9,2496.4,871.2,2362.9,2366.4,2793.0,1642.7,1565.9,2618.6,3193.1,2438.9,2584.6,2596.9,3151.0,2679.5,1228.2,2559.4,1252.2,2065.7,2311.4,1472.9,3038.7,2221.7,3552.1,3283.3,1397.1,1557.9,3189.7,2833.0,1473.8,785.3,3076.7,3078.3,0.0,1894.8,3114.4,1882.3,3185.5,2910.9,1564.1,1904.9,2911.5
Thilawa,3158.9,2631.4,4609.5,3068.9,2634.0,4382.7,1382.9,4112.4,2719.9,2467.2,4639.3,4053.8,2674.1,4386.1,4367.2,2446.5,3353.0,4278.3,1035.9,2310.9,2771.2,2253.8,2964.6,4553.7,1420.8,2964.0,4504.3,3315.6,2540.4,3336.9,3329.9,1629.9,2477.9,3190.4,4260.0,4267.8,4477.9,4258.8,1935.9,4383.0,2608.1,2611.0,2887.4,1318.9,1951.1,4564.1,2618.3,2614.6,4468.8,2887.0,4225.3,1306.0,3887.1,4501.8,4255.2,2640.1,4216.8,4262.0,2310.0,1187.8,1850.7,4494.6,4042.1,3139.0,2660.0,4271.4,4336.8,3390.1,4258.2,4363.8,1894.6,1576.4,1143.6,2658.7,2427.0,2453.0,4247.4,1414.9,1288.0,2682.7,4364.1,2724.1,4039.0,3767.9,4322.0,4133.9,950.3,2623.5,3039.7,3081.0,2398.0,1559.4,3323.9,2285.8,5006.5,4341.9,2545.4,2573.2,4360.7,4287.4,1560.3,2315.4,4407.0,4408.5,1894.8,0.0,3849.7,1586.6,3920.8,3196.1,1286.2,166.1,3646.8
Toledo (Philippines),1637.0,1911.0,1510.2,1547.0,3428.6,721.0,2784.9,1301.3,3299.1,1695.5,978.7,1242.7,1953.7,906.3,287.5,3487.8,3932.3,198.6,4343.5,2638.5,2871.4,4925.8,3543.8,890.0,2507.3,3543.3,840.6,3894.8,2095.9,3916.1,3909.2,4302.0,3519.2,3769.7,180.3,550.0,398.2,179.1,2708.1,1615.6,3402.7,3405.6,1561.5,2720.9,2723.2,1972.9,986.1,3409.2,989.0,1561.0,804.0,2685.5,1637.9,838.1,833.9,3434.8,795.5,840.7,2433.5,4495.4,2573.1,1014.8,1230.9,1617.1,1939.6,191.7,257.1,3893.3,178.5,702.2,2617.1,2348.6,4451.3,2758.9,3221.7,3494.3,1998.2,2501.4,2667.6,3499.9,702.4,3303.3,1227.9,756.2,242.3,1322.8,3183.1,3418.2,2551.7,1559.0,3170.1,2331.6,3903.1,3080.5,1378.1,1050.4,2100.9,1852.7,281.0,1131.4,2332.5,2438.9,927.2,928.7,3114.4,3849.7,0.0,4916.0,276.8,3775.3,2665.7,4295.5,421.9
Trincomalee,3789.5,3262.0,5240.1,3699.5,3264.6,5013.3,2013.4,4743.0,3350.5,3097.8,5269.9,4684.4,3304.7,5016.7,4997.8,3077.1,3983.6,4908.9,1539.5,2941.5,3401.8,930.8,3595.2,5184.3,2051.4,3594.6,5134.9,3946.2,3089.7,3967.5,3960.5,306.9,3108.5,3821.0,4890.6,4898.4,5108.5,4889.4,2566.5,5013.6,3238.7,3241.6,3518.0,1949.5,2581.7,5194.7,3248.9,3245.2,5099.4,3517.6,4855.9,1936.6,4517.7,5132.4,4885.8,3270.7,4847.4,4892.6,2940.6,1538.2,2481.3,5125.2,4672.7,3769.6,3290.6,4902.0,4967.4,4020.7,4888.8,4994.4,2525.2,2207.0,1494.0,3289.3,3057.6,3083.6,4878.0,2045.5,1918.6,3313.3,4994.7,3354.7,4669.6,4398.5,4952.6,4764.5,1580.9,3254.1,3670.3,3711.6,3028.6,2190.0,3954.5,2916.4,5637.1,4972.5,3094.7,3203.8,4991.3,4918.0,2190.9,2946.0,5037.6,5039.1,1882.3,1586.6,4916.0,0.0,4551.4,3826.7,1916.8,1596.7,4277.4
Villanueva (Mindanao Island),1708.1,1982.1,1572.9,1618.1,3499.7,792.1,2856.0,1372.4,3370.2,1766.6,1041.4,1313.8,2024.8,977.4,154.1,3558.9,4003.4,269.7,4414.6,2709.6,2942.5,4996.9,3614.9,756.6,2578.4,3614.4,707.2,3965.9,2167.0,3987.2,3980.3,4373.1,3590.3,3840.8,251.4,621.1,264.8,250.2,2779.2,1678.3,3473.8,3476.7,1632.6,2792.0,2794.3,2035.7,1057.2,3480.3,1060.0,1632.1,875.1,2756.6,1709.0,704.6,905.0,3505.9,866.6,911.8,2504.6,4566.5,2644.2,1085.9,1302.1,1688.2,2010.7,262.8,123.7,3964.4,249.6,773.3,2688.2,2419.7,4522.4,2830.0,3292.8,3565.4,2069.3,2572.5,2738.7,3571.0,773.5,3374.4,1299.0,827.3,108.9,1393.9,3254.2,3489.3,2622.8,1630.2,3241.2,2402.7,3974.2,3151.6,1332.9,1121.5,2172.0,1923.8,147.6,1202.5,2403.6,2510.0,998.3,999.8,3185.5,3920.8,276.8,4551.4,0.0,3846.4,2736.8,4366.6,493.0
